Brand,Total Inventory Value 
Pena LLC,502425.0
Lucero-Ayala,229866.0
"Joyce, Weaver and Harrell",34710.0
Armstrong-Goodwin,8550.0
"Hebert, Robbins and Spears",67584.0
Rosales Inc,167253.0
Gomez Inc,510696.0
Silva-Golden,18506.0
"Dougherty, Vasquez and Bridges",41463.0
"Mathews, Holloway and Hoffman",157740.0
Wolfe-Morgan,630648.0
"Escobar, Whitehead and Oconnell",50232.0
"Kaiser, Ortiz and Tran",95979.0
"Reeves, Martin and Mcbride",686538.0
"Ford, Maldonado and Greer",269192.0
Benitez-Dudley,188094.0
"Christensen, Harrell and Avery",290151.0
Mann and Sons,243474.0
"Beltran, Daniels and Brooks",123000.0
"Arias, Holmes and Bird",124932.0
Fry-Cooley,12908.0
"Boyd, Kirby and Medina",139284.0
"Gillespie, Herrera and Madden",593430.0
Garner-Clarke,542789.0
Pugh-Blanchard,116852.0
Alexander LLC,123424.0
"Richmond, Wade and Hurley",75264.0
James-Cunningham,666072.0
Atkinson-Castillo,63042.0
May-Mills,133318.0
Osborn-Foley,75072.0
Long-Gillespie,756504.0
Burns Inc,4606.0
Moore-Benson,207878.0
Kline-Harrell,687021.0
Daniels Group,575299.0
"Trevino, Guzman and Ortiz",71820.0
Gentry Ltd,181200.0
Shepherd-Dunlap,192955.0
"Casey, Booker and Fitzpatrick",178352.0
Dodson LLC,493284.0
"Santiago, Cooke and Barker",127512.0
"Patrick, Lester and Mack",270756.0
Barnes-Phelps,95904.0
Alvarez-Cantu,325850.0
"Booth, Frank and Tapia",681894.0
Jenkins and Sons,56724.0
Horn PLC,160024.0
Fry-Green,386340.0
English-Koch,41030.0
Torres-Reynolds,19152.0
Raymond and Sons,431880.0
Vasquez-Hughes,80250.0
"Hartman, Simon and Wilkinson",29841.0
Kirk Ltd,676575.0
Henderson-Clayton,204685.0
Koch-Key,65588.0
Austin-Faulkner,326697.0
"Guerra, Ruiz and Beasley",462213.0
Forbes-Haynes,117334.0
Coleman PLC,255744.0
Duke-Curry,320160.0
Morse-Duffy,215987.0
Aguirre-Hansen,458544.0
Liu-Valdez,647944.0
"Lang, Copeland and Green",395600.0
Rosales Group,617772.0
"Cannon, Logan and Marquez",40698.0
Gutierrez-Faulkner,373032.0
"Lin, Berry and Mora",397044.0
Hernandez-Li,236160.0
Quinn-Pace,552420.0
"Moon, Morton and Foley",13146.0
Kline Inc,345016.0
Gordon-Wood,19320.0
Barnett-Duke,274185.0
"Crosby, Richardson and Clements",433864.0
Wiggins Ltd,22695.0
Rice-Swanson,404012.0
Wilkinson-Kaiser,120960.0
Moyer-Kaiser,308160.0
Klein Group,192955.0
Vasquez-Becker,54390.0
Hawkins-Reilly,32480.0
"Lawrence, Gonzalez and Proctor",229450.0
Deleon-Zimmerman,744192.0
Lin-Thornton,18540.0
"Lara, Dickerson and Mitchell",46844.0
Mcdowell-Bullock,195797.0
Odom-Carney,349848.0
Galvan-Beltran,338130.0
"Sweeney, Farley and Cannon",106245.0
"Barrett, Meyers and Avery",377637.0
Perry Ltd,32895.0
Spence-Mcintyre,920.0
Boone LLC,556110.0
Padilla LLC,17280.0
Fry PLC,181525.0
Bass Group,201928.0
"Woodward, Edwards and Schwartz",70052.0
Haas Ltd,585941.0
Stark Ltd,102400.0
"Hammond, Warner and Trujillo",791076.0
"Chung, Randolph and Sellers",360914.0
Ochoa Ltd,16152.0
Bowen Group,871794.0
"Lawrence, Gilbert and Mendez",94188.0
Rojas-Riley,67459.0
Atkins PLC,978444.0
Gould and Sons,5340.0
Ramos-Larson,129516.0
"Hatfield, Maddox and Terrell",233772.0
Hull-Bowers,240013.0
"Lindsey, Keith and Watkins",645624.0
"Roth, Adkins and Andersen",346312.0
Sampson-Contreras,238304.0
Knox-Moon,27030.0
"Watkins, Jackson and Smith",369600.0
"Bentley, Perez and Day",1984.0
Archer LLC,33852.0
"Morrison, Zimmerman and Brennan",124872.0
Wilkerson Inc,137550.0
Hall Inc,113584.0
"Houston, Perkins and Cardenas",109590.0
Lozano and Sons,413128.0
Hutchinson-Castaneda,376200.0
Tapia-Payne,502095.0
"Burns, Wong and Taylor",478268.0
Mcknight-Cook,101022.0
Fitzgerald-Harper,577163.0
Gillespie-Cordova,151400.0
Wood-Gomez,190512.0
"Hoover, Lester and Garza",313600.0
Le-Li,703901.0
Peterson-Santana,310338.0
Randolph Group,1167110.0
"Harmon, Christensen and Howard",568372.0
"Sellers, Glass and Valenzuela",6627.0
"Hancock, Wallace and Donovan",51562.0
"Harmon, Dunlap and Griffith",268056.0
Braun-Moyer,217141.0
Dickson-Fleming,17628.0
"Pham, Hanna and Kaiser",198440.0
Sheppard-Padilla,207207.0
"Fernandez, Price and Hanson",16038.0
Stanton and Sons,586969.0
Rollins PLC,305844.0
Mayo-Donaldson,97440.0
Mccarty LLC,94785.0
Guzman Inc,204039.0
"Walker, Booker and White",59503.0
Pacheco and Sons,66015.0
"Lin, Noble and Summers",765184.0
Rojas Group,440860.0
"Mcintyre, Beltran and Brooks",202020.0
Jarvis Group,197080.0
Le-Friedman,119757.0
Wood Ltd,1084434.0
Scott Inc,136945.0
Harmon-Hughes,31453.0
Faulkner LLC,104810.0
Contreras-Fischer,1044.0
"Ruiz, Woods and Bright",570010.0
Briggs-Cervantes,227304.0
Wood-Garner,852144.0
Rocha PLC,46748.0
Farmer and Sons,480075.0
Doyle-Palmer,282399.0
Preston and Sons,1086488.0
Zhang Inc,181737.0
"Robertson, Nichols and Baxter",42585.0
Wang-Salazar,180975.0
Levy-Moody,12236.0
"Cooper, Frazier and Estes",22360.0
"Huff, Small and Robles",232786.0
"Morrison, Singh and Tyler",530062.0
Payne and Sons,224874.0
Lee-Flowers,36504.0
Estes-Cannon,210700.0
Higgins-Dickerson,245456.0
Ramsey-Barrera,240038.0
Dawson and Sons,24612.0
"Escobar, Harris and Holland",895864.0
Rios-Phillips,31806.0
"Hooper, Lara and Hayes",75646.0
Hunt-Berry,216160.0
Briggs PLC,553264.0
"Dodson, Adkins and Durham",4810.0
Lyons-Mosley,295065.0
Preston-Rios,271296.0
Schmitt Ltd,50396.0
Pearson-Hudson,452822.0
Briggs-Molina,31392.0
Nixon-Decker,49400.0
"Sherman, Lindsey and Daniel",38896.0
"Haney, Rivas and Pennington",91790.0
Kerr-Maynard,227454.0
Wheeler LLC,333321.0
"Huffman, Obrien and Vincent",765751.0
Rice-Richards,434238.0
"King, Dunlap and Wiley",31524.0
Church LLC,125580.0
Francis PLC,76704.0
"Kline, Reyes and Lyons",777814.0
"Boyer, Lyons and Vasquez",84372.0
"Blevins, Aguilar and Bernard",825550.0
Pittman Ltd,286732.0
"Richards, Powers and Michael",100093.0
Keller and Sons,100947.0
Blake-Yates,37306.0
Weber PLC,21360.0
"Spence, White and Miller",4374.0
Lin-Saunders,56649.0
"Hess, Sanford and Simpson",106392.0
"Burgess, Larsen and Anderson",65798.0
Stark and Sons,393550.0
Conley LLC,621790.0
"Best, Garner and Copeland",451490.0
Ingram-Proctor,283240.0
"Kirby, White and Peterson",231616.0
Mccann-George,242592.0
"Walton, Strong and Petersen",272700.0
"Atkinson, Pratt and Garrett",621295.0
Frey-Hall,642785.0
Joyce and Sons,16484.0
Webster Ltd,820704.0
Joyce-Olsen,55726.0
"Rollins, Tapia and Rowland",356454.0
Ho-Tate,143500.0
Poole Group,420000.0
"Ayala, Cordova and Leon",779608.0
Mora-Bolton,485001.0
Mcdonald Group,474685.0
"Newman, Burns and Oconnell",332696.0
"Holland, Martinez and Wiggins",11245.0
Hansen-Knight,92338.0
"Watts, Ayala and Hogan",441650.0
"Cohen, Shields and Alexander",9794.0
"Walton, Morton and Watson",203232.0
Valdez-Drake,50715.0
Leach LLC,108345.0
Hodges Group,837029.0
"Maldonado, Cherry and Floyd",35908.0
Meyer-Myers,72072.0
Wilkinson-Haynes,134160.0
Decker LLC,218120.0
Liu-Fritz,541726.0
Austin Ltd,363315.0
Miranda-Pollard,540310.0
Gamble-Roach,62092.0
Shields-Macdonald,35945.0
"Dickerson, Francis and Fuentes",131029.0
Kaufman PLC,437658.0
Kaiser-Perez,159296.0
"Dillon, Morris and Black",45920.0
"Obrien, Espinoza and Henry",91580.0
Black Inc,140892.0
Shields-Boyer,33345.0
Carrillo-Levine,102384.0
Hartman and Sons,50820.0
Kirk Inc,645909.0
Chaney-Best,79606.0
"Weaver, Sellers and Reeves",89110.0
"Koch, Mcguire and Rasmussen",40117.0
"Grimes, Madden and Glass",167431.0
Cook Ltd,88803.0
Byrd-Melendez,36994.0
"Joseph, Vega and Brock",98350.0
"Cooley, Lynn and Fleming",418190.0
Shaw-Macias,118110.0
White PLC,840471.0
"Michael, Anthony and Young",434424.0
"Ballard, Gillespie and Lee",169119.0
Solis-Mueller,69979.0
"Hanna, Rosales and Sparks",293216.0
"Stark, Rios and Cole",1188.0
"Bray, Goodman and Winters",111981.0
"Skinner, Fowler and Lam",81405.0
"Chandler, Reynolds and Downs",721982.0
Cannon LLC,238452.0
Mcmahon-Hudson,35232.0
Mann-Case,52341.0
Bright-Stafford,32916.0
"Fry, Saunders and Campos",299894.0
Craig-Caldwell,193950.0
"Berry, Abbott and Gill",255408.0
Maxwell-Kaiser,64528.0
"Conner, Alvarez and Harmon",65682.0
"Sanders, Greene and Lara",44712.0
Rowland LLC,21070.0
Pham-Pacheco,318000.0
Love PLC,197584.0
Glenn Ltd,250325.0
Branch-Park,73292.0
Potts and Sons,2484.0
Woods-Heath,213231.0
"Phillips, Roman and Gray",559116.0
Olson-Gill,168583.0
Dawson Ltd,14191.0
Donovan LLC,119196.0
Kent LLC,828051.0
"Mendez, Avila and Chen",183680.0
"Pitts, Peterson and Reyes",215550.0
Owen LLC,11092.0
"Nguyen, Griffith and Prince",73152.0
"Solis, Cherry and Vang",78285.0
"Davenport, Mcdowell and Dawson",55796.0
"Salazar, Villarreal and Cooley",180320.0
Villanueva LLC,646866.0
Mullen Group,316692.0
Hunter and Sons,121000.0
"Erickson, Rios and Phillips",141033.0
Rivera-Bates,101232.0
Kaiser-Pace,854990.0
"Mcneil, Vincent and Cummings",149760.0
Bates Group,48060.0
Obrien Inc,354816.0
Frederick and Sons,121550.0
Silva and Sons,620940.0
Browning-Chandler,618434.0
Huerta-Lam,13260.0
Walter-Mcmillan,290763.0
Huerta Inc,420420.0
Andrews Group,5472.0
Glover-Braun,16724.0
Kent-Evans,157780.0
"Compton, Osborne and Huffman",630180.0
Hughes-Brewer,494877.0
"Morrison, Peck and Rich",254515.0
Weber Inc,556640.0
"Castro, Lucero and Sloan",40640.0
Bray and Sons,8025.0
Barrera-Villegas,602991.0
"Dominguez, Murray and Khan",400680.0
Moss-Bond,16685.0
Spears-White,143420.0
Chambers and Sons,64782.0
Atkins-Hernandez,648740.0
Silva-Love,50796.0
"Mcdaniel, Vaughn and Pitts",113696.0
"Munoz, Hunt and Ibarra",70520.0
"Barron, Bentley and Jordan",279888.0
Tapia-Shelton,450240.0
Atkins-Ponce,189805.0
Bailey-Barton,397334.0
"Ellis, Aguilar and Bailey",342048.0
"Whitaker, Combs and Gould",25420.0
"Kaufman, Henderson and Gray",600480.0
Wagner PLC,706173.0
Bailey-Cantrell,39483.0
Warner-Peters,399796.0
Kline Group,1460062.0
"Jackson, Mcmahon and Powell",22176.0
"Bridges, Hubbard and Charles",329728.0
Edwards-Hutchinson,168216.0
Harrington-Andersen,216284.0
Carson-Barr,914550.0
Juarez Ltd,31325.0
"Bentley, Barr and Stuart",94017.0
"Michael, Browning and Austin",525928.0
Marks LLC,510414.0
Flowers-Hart,229896.0
Higgins-Galloway,43977.0
"Tucker, Clements and Douglas",349771.0
"Stark, Gillespie and Arellano",412776.0
"Phillips, Baldwin and Ayala",156168.0
"Berry, Fletcher and Church",687016.0
"Stout, Allison and Liu",68894.0
Vasquez Ltd,634533.0
Rowland-Shah,278382.0
Poole-Trevino,889322.0
Morgan-Jordan,326859.0
"Woodard, Gregory and Simpson",61600.0
"Johns, Johns and Davenport",319708.0
Greer-Yu,773568.0
Browning-Williams,322916.0
Allison-Leach,36550.0
Soto LLC,136186.0
Stout-Mcdonald,37800.0
"Hopkins, Hubbard and Ford",26964.0
David-Bryant,577658.0
Gordon LLC,1232.0
Odonnell-Solomon,14850.0
Cannon-Park,465795.0
Buchanan Group,696672.0
Merritt Inc,423657.0
Garza-Livingston,40432.0
"Mitchell, Baldwin and Byrd",272580.0
"Barker, Newman and Norman",26535.0
Allen-Robinson,5301.0
Sanchez LLC,509824.0
Walton-Dixon,379712.0
"Ramsey, Vasquez and Townsend",513185.0
Clark Inc,73245.0
"Levine, Stephenson and Freeman",160664.0
Chang Inc,136188.0
Rasmussen-Shepherd,44180.0
Maynard-Forbes,137632.0
Randolph-Arellano,581440.0
"Holder, Webb and Gordon",102831.0
Andrade LLC,400972.0
Montgomery-Richard,70356.0
Hutchinson Group,600852.0
"Koch, Allen and Wilkins",121814.0
"Gomez, Buckley and Montoya",104412.0
"Franklin, Lowe and Horne",121856.0
Kirby-Kirk,332710.0
"Mack, Chan and Chavez",601106.0
Crane-Le,463085.0
"Sims, Franco and Huber",470481.0
"Ferrell, Allen and Fernandez",190095.0
"Norris, Gordon and Dickson",382815.0
Vega-Kirby,128180.0
Krueger-Stanley,166800.0
"Reilly, Moses and Glass",475605.0
Cruz Group,743490.0
Estrada-Lyons,357483.0
Holmes-Love,15990.0
Sanders Ltd,77972.0
King Group,285112.0
Mcdaniel-Prince,832566.0
"Mcdonald, Harrison and Harvey",530400.0
Mcintyre Ltd,4556.0
Molina-Olson,19825.0
Shaffer-Middleton,668286.0
"Crane, Patton and Dominguez",607246.0
"Roy, Murray and Lee",24174.0
Valencia-Yang,318276.0
Cameron Inc,349920.0
"Cooley, Kemp and Hess",450585.0
Baldwin-Boyd,4620.0
"Young, Delgado and Mack",120480.0
"Escobar, Pham and Patrick",17593.0
"Whitney, Logan and Petty",15703.0
Murphy-Harmon,295005.0
"Hendrix, Leon and Mann",16748.0
Gordon-Valentine,27990.0
"Fletcher, Mclaughlin and Huang",149016.0
Petersen-Bartlett,206058.0
"Bautista, Mckee and Schneider",44823.0
Norris LLC,358425.0
"Flynn, Shepherd and Lee",310310.0
"Huang, Castaneda and Macdonald",463988.0
"Tucker, Cannon and Montgomery",538083.0
"Avery, Pham and Leon",5992.0
Glover and Sons,416614.0
Chen-Dickerson,11340.0
"Travis, Carlson and Logan",11707.0
Hamilton-Bryan,96642.0
"Huff, Jones and Weber",756045.0
"Sherman, Ellison and Heath",162960.0
Huang-Duarte,31304.0
Bailey-Glenn,108120.0
James-Gaines,303696.0
Barrera Inc,365940.0
Walker-Terry,33804.0
Kirby and Sons,7200.0
Pierce-Phelps,168004.0
Hayden PLC,487578.0
Kennedy-Kirk,135786.0
"Giles, Valencia and Ho",31122.0
Patel-Olsen,32760.0
"Torres, Kelly and Davenport",8657.0
Hunt Ltd,63616.0
Hale-Wood,358559.0
Everett-Thomas,300697.0
"Marquez, Daugherty and Orozco",219200.0
Edwards-Wise,1725.0
"Mendez, Garrison and Gamble",39087.0
Hobbs Inc,179664.0
"Boyd, Mckenzie and Fitzpatrick",204104.0
Schroeder-Andrews,321104.0
Schmidt and Sons,710387.0
Hardy Group,504218.0
"Huynh, Lara and Bridges",310640.0
"Gibbs, Bates and Stout",33222.0
Kirby-Padilla,214600.0
Peters-Rose,574842.0
Castaneda Inc,204624.0
Peck-Esparza,565500.0
Bass-Clayton,240498.0
Oconnor-Carlson,1012.0
Walter-Booth,422492.0
Hickman-Burton,37343.0
Garrison Group,70104.0
Cox-Hester,1863.0
"Johnston, Sanford and Mcmahon",437349.0
Erickson-Owens,823408.0
"Proctor, Rowe and Velazquez",126786.0
Simpson-Mayer,152559.0
Moran PLC,209808.0
Mendez Ltd,61759.0
Glenn-Patrick,492075.0
"Jordan, Roth and Nelson",354474.0
Sims-Short,73041.0
Shepard-Chung,220454.0
"Douglas, Rosales and Walls",408068.0
Barry-Sweeney,23985.0
Webb-Baker,369600.0
Gordon-Freeman,42306.0
"Hansen, Willis and Kaufman",422079.0
Bell-Chapman,405973.0
"Gonzalez, Porter and Rosario",41200.0
Brady-Blankenship,191620.0
Fletcher LLC,377650.0
Fritz LLC,208365.0
Page-Sawyer,12528.0
Sloan-Donaldson,187596.0
Church Inc,511668.0
"Hebert, Harvey and Gomez",249260.0
Coleman LLC,1091364.0
Dean-Fernandez,113256.0
Reed PLC,488985.0
"Maldonado, Ayala and Stevens",37926.0
Graham-Lynch,15002.0
Santana LLC,606454.0
"Knox, Deleon and Walton",711538.0
"Collins, Madden and Schaefer",99716.0
Griffith-Leon,664888.0
"Montgomery, Baird and Knight",46784.0
Montgomery LLC,242110.0
Durham-Cherry,797720.0
Bradshaw-Blackburn,528388.0
"Rodriguez, Schroeder and Willis",171577.0
Spears PLC,151496.0
Fox-Fuentes,665567.0
Yang Inc,150195.0
Mays-Schmidt,46428.0
"Simmons, Mclaughlin and Gill",400564.0
Rojas-Wilkinson,56908.0
Hatfield-Dunn,44544.0
"Beard, Dickson and Dodson",203520.0
"Rhodes, Ross and Thompson",307200.0
"Compton, Salas and Vasquez",401952.0
Travis Inc,51612.0
Marshall-Frank,302817.0
"Dalton, Mcfarland and Roberts",137104.0
Kerr Ltd,754.0
Cox and Sons,671556.0
Thompson-Villanueva,494798.0
Hahn-Wolf,462735.0
Mccann-Pennington,422862.0
Goodman PLC,348090.0
Jordan-Leblanc,65660.0
Freeman-Rush,735488.0
"Boyer, Grimes and Yu",20039.0
Logan-Frey,297312.0
Gamble Group,367200.0
Hubbard-Benson,438326.0
Rangel-Nguyen,88500.0
"Lloyd, Cohen and Nielsen",296856.0
Werner Group,104481.0
Krause-Allison,198014.0
Macdonald-Montoya,140041.0
"Andrews, Mccoy and Guerra",593528.0
"Warner, Bartlett and Lozano",228956.0
"Pratt, Lozano and Odonnell",111470.0
Munoz-Paul,277980.0
"Nolan, Ponce and Hendrix",278647.0
Neal Ltd,170998.0
Mccarthy LLC,83129.0
Dyer-Davenport,172198.0
"Solis, Powers and Allen",630700.0
Atkinson-Cardenas,116298.0
Palmer-Combs,5656.0
Mendoza-Merritt,71200.0
Lowe LLC,346887.0
"Suarez, Ramirez and Leonard",150144.0
"Caldwell, Jenkins and Larson",222562.0
Gay-Stafford,533700.0
Green-Meadows,73500.0
Pham-Pope,1316.0
Dean-Brady,88071.0
Christian-Marquez,196830.0
Guzman Group,451141.0
Barry Ltd,116784.0
Hensley-Branch,142756.0
"Duke, Sheppard and Bush",212670.0
"Charles, Noble and Phillips",459528.0
Rollins Inc,85249.0
Spencer Inc,56240.0
Rocha-Lawrence,77600.0
Hurst-Hull,755606.0
"Ayala, Nielsen and Gonzalez",367040.0
"Patton, Hawkins and Taylor",9700.0
Nichols LLC,78400.0
Nelson Ltd,109678.0
Rogers-House,158010.0
"Fox, Terry and Lawson",242200.0
Wallace-Kim,25462.0
Gordon-Rodgers,731808.0
Wyatt Ltd,318790.0
"English, Weeks and Vazquez",543681.0
Manning LLC,175715.0
"Parks, Hernandez and Blackburn",17850.0
Perry-Stewart,13908.0
Charles LLC,31920.0
Arellano-Joyce,360468.0
Olsen-Avery,76244.0
Anthony-Navarro,181245.0
"Hall, Chung and Lyons",35045.0
Rowland and Sons,200910.0
"Lutz, Dickson and Webster",111650.0
Blackwell-Greene,28455.0
"Gallegos, Baldwin and Bowen",95237.0
"Fields, Hardin and Cardenas",114580.0
Riley Ltd,61105.0
Bright-Shea,217998.0
Brooks Inc,3880.0
"Mccullough, Anthony and Craig",154980.0
"Ayers, Duffy and Soto",163660.0
"Alvarado, Logan and Suarez",101479.0
Baxter-Cardenas,31734.0
"Wolf, Mercer and Frost",237708.0
"Blackburn, Michael and Rowe",438051.0
Day-Montes,22715.0
Hurst-Gallagher,197292.0
"Keith, Ballard and Hall",197316.0
Kent-Hobbs,349771.0
"Burke, Ramsey and Hess",43824.0
"Page, Whitehead and Gardner",581129.0
Ayala-Proctor,21600.0
Burton-Hart,14076.0
Tran-Joyce,282580.0
Brady-Barron,40890.0
Vance-Ball,316506.0
David Ltd,168811.0
Keith-Crane,338624.0
Norton-Gordon,330770.0
Mendoza-Ferrell,306520.0
"Richmond, Alexander and Douglas",304008.0
"Reed, Mathews and Rivera",505680.0
Bass Inc,790152.0
Henry-Daniels,143055.0
"Hatfield, Higgins and Baldwin",126374.0
"Shannon, Bowen and Hammond",6897.0
Davenport Ltd,317331.0
"Mcdonald, Rhodes and Lowery",454518.0
"Ho, Hill and Pham",145248.0
Owen-Reese,162688.0
"Kane, Montgomery and Gilbert",155105.0
"Barry, Lozano and Riggs",318420.0
Stevens LLC,613386.0
"Bowers, Gray and George",515212.0
Warren PLC,842048.0
Henderson-Bowers,4860.0
"Burgess, Stevenson and Moon",692948.0
"Bruce, Andersen and Walton",284726.0
"Hull, Orozco and Bentley",10780.0
Huber-Robertson,128296.0
Vance-Sutton,134964.0
Mclaughlin-Patrick,210654.0
"Sheppard, Summers and Craig",14624.0
Whitney PLC,118250.0
Burch Ltd,312476.0
Cowan-Stein,12780.0
Nixon Group,70773.0
Delgado-Marsh,32718.0
Garza-Nicholson,548060.0
Avila-White,52470.0
"Spears, Browning and Rivas",328434.0
Mooney-Kennedy,377997.0
"Meyers, Huffman and Collins",810123.0
Kim Group,158738.0
Reid Group,911800.0
"Cobb, Cordova and Blanchard",418035.0
"Mcintyre, Ritter and Murphy",300366.0
"Mckenzie, Miles and Soto",155852.0
"Sosa, Vasquez and Compton",670677.0
Vincent-Sparks,9126.0
"Hicks, Valenzuela and Crawford",216660.0
Benjamin Inc,96748.0
Oneill LLC,278964.0
Rivers-Harvey,322072.0
"Hobbs, Fields and Velazquez",84694.0
"Ramsey, Mosley and Barry",542833.0
Trujillo PLC,232320.0
"Costa, Blanchard and Pollard",502944.0
Crawford-Chase,38372.0
Weaver-Garza,5925.0
"Irwin, Chapman and Bean",105702.0
Scott-Harrell,671541.0
Shaw LLC,371782.0
"Warner, Roman and Hogan",25340.0
"Levy, Williamson and Sanders",36640.0
"Arroyo, Dean and Dickerson",160461.0
"Kane, Whitehead and Williams",320823.0
"Pennington, Kerr and Mendez",407290.0
"Harding, Thomas and Larsen",6105.0
Short Ltd,238266.0
"Burke, Best and Stewart",12834.0
Garza PLC,107361.0
Watts-Hall,489532.0
Swanson-Greene,356535.0
Velazquez-Lopez,654456.0
Serrano LLC,529983.0
"Arellano, Fox and Hudson",689156.0
Mccormick Ltd,44319.0
Cooke-Duke,173317.0
"Freeman, Todd and Singh",174105.0
Byrd Inc,635964.0
"Frey, Richmond and Schwartz",252736.0
Oneill and Sons,108000.0
Meyer Inc,606616.0
Melendez Group,253424.0
Jenkins LLC,582935.0
"Stevens, Hensley and Gordon",84165.0
Savage-Mann,78477.0
Nguyen-Jensen,1347.0
Craig-Grant,617012.0
Benson-Hunt,206973.0
"Bond, Burns and Hurst",95211.0
Price PLC,314449.0
Blackwell-Hanson,640596.0
"Chang, Holloway and Lloyd",213000.0
Marquez-Cox,55080.0
"Burns, Burton and Walls",390494.0
"Burch, Lane and Mendoza",412296.0
"Bennett, Coffey and Taylor",251790.0
Foley-Cook,199206.0
"Blackburn, Barrett and Vazquez",19916.0
Poole-Wells,50598.0
Chang-Hartman,623700.0
Zavala-Guerra,173550.0
Myers-Duran,80359.0
Sampson-Hess,87507.0
Mcknight and Sons,2673.0
Khan-Stafford,100440.0
"Roberson, Vance and Reid",250155.0
"Phillips, Brock and Mccoy",431388.0
Welch Inc,204954.0
Haas-Krause,605912.0
Ponce Inc,548856.0
Ewing-Nielsen,22952.0
Curtis-Dillon,489624.0
"Tucker, Conner and Maddox",94242.0
Juarez Inc,646535.0
Haney-Jones,138720.0
Mcdaniel-Cobb,93024.0
Reilly-Rivers,63600.0
Stephens-Mcgrath,90954.0
Blankenship-Chaney,243054.0
"Lane, Meadows and Frederick",114075.0
"Burch, Mays and Mack",121716.0
"Poole, Noble and Mathis",544016.0
"Palmer, Lowe and Lawson",18648.0
"Leach, Hall and Chandler",541512.0
Mueller-Shannon,458831.0
"Levy, Larson and Gutierrez",36782.0
Moss-Townsend,371356.0
Reid Inc,167700.0
"Atkins, Parker and Nash",173328.0
"Delgado, Collier and Bonilla",737097.0
Cooke LLC,114972.0
Shea Group,107492.0
"Webb, Cameron and Le",316626.0
Caldwell Group,268892.0
"Wiley, Nash and Wyatt",14040.0
Velazquez-Scott,442974.0
Mccullough-Atkinson,331816.0
Wolf-Howard,1132.0
Stanley-Thompson,36330.0
Deleon-Little,177355.0
Tanner LLC,253750.0
Mcfarland LLC,559593.0
Dunn Group,128.0
Hardin-Boyd,353742.0
Byrd-Flynn,316356.0
Bautista-Vega,264910.0
Reeves-Noble,784404.0
Jennings-Haynes,44940.0
"Avila, Lucas and Wilkinson",17028.0
Castro-Bishop,224808.0
Stein-Morales,431520.0
Reese PLC,151844.0
Mata-Carney,196748.0
"Zavala, Luna and Alvarez",239196.0
Acevedo-Hendricks,99138.0
Bolton-Buckley,82368.0
"Berger, Odonnell and Acosta",563655.0
Osborne-Hicks,686422.0
Mclaughlin-Kaufman,17766.0
Morales-Rios,380854.0
Hines-Carey,108576.0
Raymond-Price,56277.0
Glenn-Mckinney,66719.0
Roy-Rogers,66374.0
"Burch, Cline and Combs",302180.0
Mendoza Inc,46754.0
Houston Ltd,433379.0
Zuniga Inc,1827.0
Davila-Mays,374296.0
Velazquez-Atkinson,30326.0
"Valdez, Cherry and Shah",263718.0
"Mckee, Nixon and Hayden",98303.0
"Schneider, Finley and Tucker",879904.0
Weber-Preston,38025.0
Mckee Group,315138.0
Middleton-Gregory,499629.0
Hinton Ltd,456450.0
Fritz Group,374880.0
Richmond Inc,307116.0
Mcdaniel Group,112035.0
Patterson-Conrad,504804.0
Kelley-Stuart,80676.0
Leach-Spears,446025.0
"Richmond, Rodgers and Padilla",372416.0
Shields and Sons,132818.0
"Maldonado, Stanley and Lam",728156.0
Eaton-Baxter,143613.0
Kaufman Group,364650.0
"Baker, Bean and Davies",632098.0
French Group,155852.0
Braun-Levine,364688.0
Cabrera LLC,309468.0
Fernandez PLC,8296.0
Blanchard Ltd,779519.0
Everett-Weiss,315684.0
"Todd, Snow and Tucker",190476.0
Jennings-Vega,715394.0
"Graves, Mccormick and Walter",49842.0
Logan PLC,745008.0
Barton-Meza,221028.0
Davidson-Spencer,73704.0
"Wu, Booth and Newton",18800.0
Barnes-Bradley,451500.0
Spears-Daugherty,30740.0
"Gill, Davis and Hudson",849123.0
Bates and Sons,115983.0
Kirk-Wilson,374330.0
"Sanford, Khan and Hawkins",177112.0
Liu-Webb,322890.0
Zhang-George,89535.0
"Duffy, Carney and Wallace",145825.0
Hensley-Boyer,369750.0
Pacheco-Hendrix,675007.0
Cole Group,35002.0
Ferguson Ltd,278902.0
"Cannon, Sanders and Jensen",173655.0
Hawkins-Santiago,43602.0
"Archer, Whitaker and David",61938.0
Dougherty LLC,69552.0
"Aguirre, Mcclure and Roman",173280.0
Yu-Schaefer,339160.0
"Chang, Hughes and Mccarthy",213785.0
"Harper, Moss and Huerta",68400.0
Duke and Sons,106169.0
Duffy-Donaldson,607750.0
Baxter Group,278623.0
Archer-Palmer,270432.0
Merritt-Cortez,58667.0
Lane-Lambert,106960.0
Lucas-Chen,363044.0
Gould-Le,951138.0
Newman-Fry,20979.0
"Stark, Tapia and Bullock",35376.0
"Bowman, Carney and Jarvis",456726.0
Steele-Yoder,424800.0
Cisneros and Sons,331359.0
"Alexander, Mcintosh and Wang",494844.0
"Clayton, Hatfield and Burns",131068.0
"Garrison, Hanna and Spencer",230565.0
"Daugherty, Rivera and Drake",253269.0
"Ingram, Fernandez and Reese",165100.0
Bryant-Cantu,239604.0
Mcconnell and Sons,215040.0
