Brand,Average Price 
Andrade LLC,572.0
Montgomery-Richard,572.0
Hutchinson Group,966.0
"Koch, Allen and Wilkins",539.0
"Gomez, Buckley and Montoya",231.0
"Franklin, Lowe and Horne",136.0
Kirby-Kirk,485.0
"Mack, Chan and Chavez",979.0
Crane-Le,917.0
"Sims, Franco and Huber",807.0
"Ferrell, Allen and Fernandez",345.0
"Norris, Gordon and Dickson",543.0
Vega-Kirby,170.0
Krueger-Stanley,240.0
"Reilly, Moses and Glass",585.0
Cruz Group,990.0
Estrada-Lyons,609.0
Holmes-Love,26.0
Sanders Ltd,202.0
King Group,908.0
Mcdaniel-Prince,922.0
"Mcdonald, Harrison and Harvey",680.0
Mcintyre Ltd,67.0
Molina-Olson,65.0
Shaffer-Middleton,822.0
"Crane, Patton and Dominguez",614.0
"Roy, Murray and Lee",158.0
Valencia-Yang,421.0
Cameron Inc,432.0
"Cooley, Kemp and Hess",969.0
Baldwin-Boyd,924.0
"Young, Delgado and Mack",240.0
"Escobar, Pham and Patrick",241.0
"Whitney, Logan and Petty",41.0
Murphy-Harmon,831.0
"Hendrix, Leon and Mann",316.0
Gordon-Valentine,311.0
"Fletcher, Mclaughlin and Huang",887.0
Petersen-Bartlett,563.0
"Bautista, Mckee and Schneider",67.0
Norris LLC,885.0
"Flynn, Shepherd and Lee",910.0
"Huang, Castaneda and Macdonald",511.0
"Tucker, Cannon and Montgomery",567.0
"Avery, Pham and Leon",8.0
Glover and Sons,653.0
Chen-Dickerson,21.0
"Travis, Carlson and Logan",23.0
Hamilton-Bryan,826.0
"Huff, Jones and Weber",951.0
"Sherman, Ellison and Heath",582.0
Huang-Duarte,104.0
Bailey-Glenn,204.0
James-Gaines,666.0
Barrera Inc,855.0
Walker-Terry,108.0
Kirby and Sons,60.0
Pierce-Phelps,388.0
Hayden PLC,987.0
Kennedy-Kirk,371.0
"Giles, Valencia and Ho",117.0
Patel-Olsen,182.0
"Torres, Kelly and Davenport",11.0
Hunt Ltd,112.0
Hale-Wood,977.0
Everett-Thomas,389.0
"Marquez, Daugherty and Orozco",548.0
Edwards-Wise,15.0
"Mendez, Garrison and Gamble",387.0
Hobbs Inc,394.0
"Boyd, Mckenzie and Fitzpatrick",823.0
Schroeder-Andrews,427.0
Schmidt and Sons,919.0
Hardy Group,533.0
"Huynh, Lara and Bridges",440.0
"Gibbs, Bates and Stout",42.0
Kirby-Padilla,296.0
Peters-Rose,643.0
Castaneda Inc,232.0
Peck-Esparza,750.0
Bass-Clayton,279.0
Oconnor-Carlson,46.0
Walter-Booth,553.0
Hickman-Burton,107.0
Garrison Group,138.0
Cox-Hester,3.0
"Johnston, Sanford and Mcmahon",957.0
Erickson-Owens,971.0
"Proctor, Rowe and Velazquez",561.0
Simpson-Mayer,201.0
Moran PLC,372.0
Mendez Ltd,151.0
Glenn-Patrick,729.0
"Jordan, Roth and Nelson",838.0
Sims-Short,291.0
Shepard-Chung,793.0
"Douglas, Rosales and Walls",706.0
Barry-Sweeney,615.0
Webb-Baker,880.0
Gordon-Freeman,66.0
"Hansen, Willis and Kaufman",707.0
Bell-Chapman,437.0
"Gonzalez, Porter and Rosario",824.0
Brady-Blankenship,737.0
Fletcher LLC,910.0
Fritz LLC,435.0
Page-Sawyer,348.0
Sloan-Donaldson,972.0
Church Inc,932.0
"Hebert, Harvey and Gomez",515.0
Coleman LLC,951.5
Dean-Fernandez,792.0
Reed PLC,892.5
"Maldonado, Ayala and Stevens",258.0
Graham-Lynch,577.0
Santana LLC,706.0
"Knox, Deleon and Walton",991.0
"Collins, Madden and Schaefer",388.0
Griffith-Leon,766.0
"Montgomery, Baird and Knight",272.0
Montgomery LLC,355.0
Durham-Cherry,814.0
Bradshaw-Blackburn,668.0
"Rodriguez, Schroeder and Willis",193.0
Spears PLC,232.0
Fox-Fuentes,833.0
Yang Inc,285.0
Mays-Schmidt,53.0
"Simmons, Mclaughlin and Gill",956.0
Rojas-Wilkinson,82.0
Hatfield-Dunn,928.0
"Beard, Dickson and Dodson",424.0
"Rhodes, Ross and Thompson",512.0
"Compton, Salas and Vasquez",474.0
Travis Inc,204.0
Marshall-Frank,579.0
"Dalton, Mcfarland and Roberts",836.0
Kerr Ltd,29.0
Cox and Sons,879.0
Thompson-Villanueva,551.0
Hahn-Wolf,565.0
Mccann-Pennington,473.0
Goodman PLC,615.0
Jordan-Leblanc,140.0
Freeman-Rush,832.0
"Boyer, Grimes and Yu",691.0
Logan-Frey,652.0
Gamble Group,864.0
Hubbard-Benson,917.0
Rangel-Nguyen,354.0
"Lloyd, Cohen and Nielsen",558.0
Werner Group,141.0
Krause-Allison,547.0
Macdonald-Montoya,439.0
"Andrews, Mccoy and Guerra",676.0
"Warner, Bartlett and Lozano",238.0
"Pratt, Lozano and Odonnell",142.0
Munoz-Paul,565.0
"Nolan, Ponce and Hendrix",629.0
Neal Ltd,193.0
Mccarthy LLC,97.0
Dyer-Davenport,481.0
"Solis, Powers and Allen",742.0
Atkinson-Cardenas,819.0
Palmer-Combs,28.0
Mendoza-Merritt,178.0
Lowe LLC,652.0
"Suarez, Ramirez and Leonard",736.0
"Caldwell, Jenkins and Larson",433.0
Gay-Stafford,593.0
Green-Meadows,375.0
Pham-Pope,14.0
Dean-Brady,93.0
Christian-Marquez,486.0
Guzman Group,455.0
Barry Ltd,811.0
Hensley-Branch,802.0
"Duke, Sheppard and Bush",765.0
"Charles, Noble and Phillips",934.0
Rollins Inc,203.0
Spencer Inc,76.0
Rocha-Lawrence,776.0
Hurst-Hull,809.0
"Ayala, Nielsen and Gonzalez",370.0
"Patton, Hawkins and Taylor",97.0
Nichols LLC,112.0
Nelson Ltd,122.0
Rogers-House,687.0
"Fox, Terry and Lawson",350.0
Wallace-Kim,439.0
Gordon-Rodgers,792.0
Wyatt Ltd,898.0
"English, Weeks and Vazquez",579.0
Manning LLC,311.0
"Parks, Hernandez and Blackburn",350.0
Perry-Stewart,228.0
Charles LLC,80.0
Arellano-Joyce,589.0
Olsen-Avery,778.0
Anthony-Navarro,843.0
"Hall, Chung and Lyons",815.0
Rowland and Sons,555.0
"Lutz, Dickson and Webster",770.0
Blackwell-Greene,35.0
"Gallegos, Baldwin and Bowen",131.0
"Fields, Hardin and Cardenas",170.0
Riley Ltd,121.0
Bright-Shea,734.0
Brooks Inc,194.0
"Mccullough, Anthony and Craig",252.0
"Ayers, Duffy and Soto",980.0
"Alvarado, Logan and Suarez",109.0
Baxter-Cardenas,774.0
"Wolf, Mercer and Frost",372.0
"Blackburn, Michael and Rowe",967.0
Day-Montes,295.0
Hurst-Gallagher,401.0
"Keith, Ballard and Hall",203.0
Kent-Hobbs,449.0
"Burke, Ramsey and Hess",332.0
"Page, Whitehead and Gardner",701.0
Ayala-Proctor,300.0
Burton-Hart,391.0
Tran-Joyce,995.0
Brady-Barron,235.0
Vance-Ball,642.0
David Ltd,757.0
Keith-Crane,814.0
Norton-Gordon,970.0
Mendoza-Ferrell,632.0
"Richmond, Alexander and Douglas",636.0
"Reed, Mathews and Rivera",516.0
Bass Inc,694.5
Henry-Daniels,495.0
"Hatfield, Higgins and Baldwin",353.0
"Shannon, Bowen and Hammond",33.0
Davenport Ltd,657.0
"Mcdonald, Rhodes and Lowery",886.0
"Ho, Hill and Pham",712.0
Owen-Reese,164.0
"Kane, Montgomery and Gilbert",335.0
"Barry, Lozano and Riggs",366.0
Stevens LLC,921.0
"Bowers, Gray and George",604.0
Warren PLC,892.0
Henderson-Bowers,12.0
"Burgess, Stevenson and Moon",907.0
"Bruce, Andersen and Walton",466.0
"Hull, Orozco and Bentley",20.0
Huber-Robertson,812.0
Vance-Sutton,652.0
Mclaughlin-Patrick,282.0
"Sheppard, Summers and Craig",914.0
Whitney PLC,215.0
Burch Ltd,409.0
Cowan-Stein,852.0
Nixon Group,761.0
Delgado-Marsh,287.0
Garza-Nicholson,670.0
Avila-White,795.0
"Spears, Browning and Rivas",817.0
Mooney-Kennedy,489.0
"Meyers, Huffman and Collins",961.0
Kim Group,571.0
Reid Group,940.0
"Cobb, Cordova and Blanchard",435.0
"Mcintyre, Ritter and Murphy",451.0
"Mckenzie, Miles and Soto",829.0
"Sosa, Vasquez and Compton",879.0
Vincent-Sparks,234.0
"Hicks, Valenzuela and Crawford",471.0
Benjamin Inc,268.0
Oneill LLC,287.0
Rivers-Harvey,508.0
"Hobbs, Fields and Velazquez",799.0
"Ramsey, Mosley and Barry",647.0
Trujillo PLC,480.0
"Costa, Blanchard and Pollard",624.0
Crawford-Chase,53.0
Weaver-Garza,25.0
"Irwin, Chapman and Bean",223.0
Scott-Harrell,871.0
Shaw LLC,881.0
"Warner, Roman and Hogan",905.0
"Levy, Williamson and Sanders",160.0
"Arroyo, Dean and Dickerson",849.0
"Kane, Whitehead and Williams",387.0
"Pennington, Kerr and Mendez",482.0
"Harding, Thomas and Larsen",55.0
Short Ltd,279.0
"Burke, Best and Stewart",138.0
Garza PLC,453.0
Watts-Hall,782.0
Swanson-Greene,417.0
Velazquez-Lopez,814.0
Serrano LLC,729.0
"Arellano, Fox and Hudson",914.0
Mccormick Ltd,237.0
Cooke-Duke,659.0
"Freeman, Todd and Singh",219.0
Byrd Inc,804.0
"Frey, Richmond and Schwartz",704.0
Oneill and Sons,216.0
Meyer Inc,764.0
Melendez Group,337.0
Jenkins LLC,851.0
"Stevens, Hensley and Gordon",465.0
Savage-Mann,777.0
Nguyen-Jensen,3.0
Craig-Grant,814.0
Benson-Hunt,793.0
"Bond, Burns and Hurst",447.0
Price PLC,349.0
Blackwell-Hanson,759.0
"Chang, Holloway and Lloyd",300.0
Marquez-Cox,510.0
"Burns, Burton and Walls",653.0
"Burch, Lane and Mendoza",838.0
"Bennett, Coffey and Taylor",545.0
Foley-Cook,279.0
"Blackburn, Barrett and Vazquez",766.0
Poole-Wells,54.0
Chang-Hartman,924.0
Zavala-Guerra,195.0
Myers-Duran,493.0
Sampson-Hess,189.0
Mcknight and Sons,27.0
Khan-Stafford,270.0
"Roberson, Vance and Reid",327.0
"Phillips, Brock and Mccoy",828.0
Welch Inc,590.5
Haas-Krause,712.0
Ponce Inc,924.0
Ewing-Nielsen,151.0
Curtis-Dillon,552.0
"Tucker, Conner and Maddox",278.0
Juarez Inc,677.0
Haney-Jones,255.0
Mcdaniel-Cobb,228.0
Reilly-Rivers,795.0
Stephens-Mcgrath,558.0
Blankenship-Chaney,643.0
"Lane, Meadows and Frederick",351.0
"Burch, Mays and Mack",966.0
"Poole, Noble and Mathis",562.0
"Palmer, Lowe and Lawson",84.0
"Leach, Hall and Chandler",872.0
Mueller-Shannon,779.0
"Levy, Larson and Gutierrez",53.0
Moss-Townsend,526.0
Reid Inc,195.0
"Atkins, Parker and Nash",942.0
"Delgado, Collier and Bonilla",887.0
Cooke LLC,286.0
Shea Group,349.0
"Webb, Cameron and Le",339.0
Caldwell Group,292.0
"Wiley, Nash and Wyatt",351.0
Velazquez-Scott,597.0
Mccullough-Atkinson,703.0
Wolf-Howard,283.0
Stanley-Thompson,173.0
Deleon-Little,395.0
Tanner LLC,631.5
Mcfarland LLC,873.0
Dunn Group,2.0
Hardin-Boyd,642.0
Byrd-Flynn,492.0
Bautista-Vega,449.0
Reeves-Noble,807.0
Jennings-Haynes,107.0
"Avila, Lucas and Wilkinson",99.0
Castro-Bishop,456.0
Stein-Morales,465.0
Reese PLC,374.0
Mata-Carney,202.0
"Zavala, Luna and Alvarez",372.0
Acevedo-Hendricks,806.0
Bolton-Buckley,396.0
"Berger, Odonnell and Acosta",795.0
Osborne-Hicks,902.0
Mclaughlin-Kaufman,27.0
Morales-Rios,382.0
Hines-Carey,928.0
Raymond-Price,507.0
Glenn-Mckinney,487.0
Roy-Rogers,431.0
"Burch, Cline and Combs",521.0
Mendoza Inc,241.0
Houston Ltd,699.5
Zuniga Inc,3.0
Davila-Mays,793.0
Velazquez-Atkinson,514.0
"Valdez, Cherry and Shah",897.0
"Mckee, Nixon and Hayden",499.0
"Schneider, Finley and Tucker",992.0
Weber-Preston,117.0
Mckee Group,991.0
Middleton-Gregory,557.0
Hinton Ltd,850.0
Fritz Group,440.0
Richmond Inc,342.0
Mcdaniel Group,385.0
Patterson-Conrad,713.0
Kelley-Stuart,498.0
Leach-Spears,939.0
"Richmond, Rodgers and Padilla",736.0
Shields and Sons,358.0
"Maldonado, Stanley and Lam",737.0
Eaton-Baxter,197.0
Kaufman Group,858.0
"Baker, Bean and Davies",634.0
French Group,188.0
Braun-Levine,991.0
Cabrera LLC,492.0
Fernandez PLC,17.0
Blanchard Ltd,983.0
Everett-Weiss,316.0
"Todd, Snow and Tucker",468.0
Jennings-Vega,794.0
"Graves, Mccormick and Walter",117.0
Logan PLC,913.0
Barton-Meza,452.0
Davidson-Spencer,296.0
"Wu, Booth and Newton",100.0
Barnes-Bradley,750.0
Spears-Daugherty,58.0
"Gill, Davis and Hudson",891.0
Bates and Sons,147.0
Kirk-Wilson,913.0
"Sanford, Khan and Hawkins",262.0
Liu-Webb,705.0
Zhang-George,381.0
"Duffy, Carney and Wallace",307.0
Hensley-Boyer,750.0
Pacheco-Hendrix,887.0
Cole Group,74.0
Ferguson Ltd,442.0
"Cannon, Sanders and Jensen",227.0
Hawkins-Santiago,129.0
"Archer, Whitaker and David",111.0
Dougherty LLC,322.0
"Aguirre, Mcclure and Roman",912.0
Yu-Schaefer,488.0
"Chang, Hughes and Mccarthy",715.0
"Harper, Moss and Huerta",152.0
Duke and Sons,523.0
Duffy-Donaldson,650.0
Baxter Group,619.5
Archer-Palmer,626.0
Merritt-Cortez,289.0
Lane-Lambert,955.0
Lucas-Chen,814.0
Gould-Le,954.0
Newman-Fry,999.0
"Stark, Tapia and Bullock",67.0
"Bowman, Carney and Jarvis",934.0
Steele-Yoder,885.0
Cisneros and Sons,651.0
"Alexander, Mcintosh and Wang",822.0
"Clayton, Hatfield and Burns",302.0
"Garrison, Hanna and Spencer",809.0
"Daugherty, Rivera and Drake",963.0
"Ingram, Fernandez and Reese",508.0
Bryant-Cantu,492.0
Mcconnell and Sons,320.0
West-Cook,38.0
"Blanchard, Johnson and Carlson",512.0
Lopez-Wright,421.0
Estrada-Davenport,792.0
Stevens and Sons,753.0
Wiley-Mejia,472.0
Frederick-Kline,546.0
"Cherry, Day and Richmond",584.0
Bright Ltd,29.0
Klein LLC,239.0
"Meyers, Cline and Chang",988.0
Griffith Group,725.0
Zamora-Pollard,184.0
Watkins Inc,303.0
Gaines-Spencer,816.0
Serrano-Ramirez,913.0
Ingram PLC,647.5
Hooper Ltd,100.0
Espinoza-Buchanan,508.0
Shaw PLC,382.0
Weaver PLC,753.0
Trujillo Group,896.0
Valenzuela-Wilkerson,346.0
Vega-Harrell,312.0
Combs Group,330.0
Melendez-Stanton,223.0
Tyler-Kelley,142.0
Meza Group,328.0
"Hood, Maynard and Pace",665.0
"Walters, Novak and Hood",50.0
"Beltran, Watkins and Johnson",270.0
Savage-Ballard,525.0
"Mays, Lester and Le",963.0
Russell Inc,494.0
Garza-Ewing,781.0
Gilmore-Patel,321.0
"Cooper, Wiggins and Velazquez",176.0
Pace Group,735.5
Cannon-Strickland,797.0
Rosario Ltd,735.0
Lee-Soto,590.0
"Shaw, Avery and Mccormick",599.0
"Chase, Odom and Anderson",661.0
Robertson-Scott,525.0
Downs Ltd,898.0
Bautista-Espinoza,925.0
Daniel and Sons,52.0
"Estes, Taylor and Copeland",10.0
"Ross, Carroll and Eaton",604.0
Barajas-Mendez,2.0
Solis PLC,352.0
"Bautista, Morrison and Hensley",323.0
Austin-Calhoun,621.0
Sellers Group,776.0
Potter-Oconnor,197.0
"Conway, Montoya and Massey",492.0
Camacho-Schroeder,765.0
Bailey-Chaney,528.0
Pham-Monroe,556.0
Marks-Hudson,597.0
Acosta and Sons,661.0
Silva-Cruz,396.0
"Schmitt, Sellers and Gregory",1.0
Hammond-Mccall,112.0
Marsh Inc,624.0
"Osborne, Taylor and Berry",454.0
Yu-Bird,313.0
Becker-Walker,269.0
Weaver-Ramos,567.0
Dodson-Simon,183.0
Adkins PLC,114.0
Shaffer-Zimmerman,984.0
"Dominguez, Keith and Mccoy",564.0
"Zhang, Vargas and Mccoy",701.0
"Cunningham, Gibbs and Barajas",969.0
Fuller-Middleton,925.0
Stevenson-Pace,469.0
Powell PLC,38.0
"Webster, Yates and Glenn",999.0
Monroe Ltd,112.0
Beard Group,416.0
Lutz-Bender,658.0
"Guzman, Simon and Choi",203.0
"Clay, Parsons and Marquez",675.0
Massey Group,206.0
Cisneros-Proctor,653.0
Rios-Faulkner,443.0
"Chan, Sheppard and Strong",344.0
Ballard Group,464.0
Berry Ltd,470.0
Moreno-Blake,502.0
Chang-Mccall,50.0
"Jacobs, Snyder and Lin",172.0
"Heath, Vargas and Young",473.0
Sullivan LLC,982.0
Reilly-Vasquez,375.0
Torres Ltd,561.0
"Joseph, Malone and Mccarty",729.0
Evans-Montgomery,112.0
"Blanchard, Flores and Sanford",355.0
Daniel Ltd,74.0
"Huynh, Jarvis and Roach",913.0
"White, Simon and Shepherd",911.0
Bond and Sons,305.0
Hickman PLC,191.0
Floyd-Preston,295.0
"Mullen, Morales and Gonzalez",320.0
Lopez Ltd,864.0
"Downs, Sims and Velez",960.0
Hayden Group,457.0
Stafford-Mullins,357.0
Salazar-Zimmerman,217.0
Estes-Joseph,691.0
Gregory LLC,844.0
"Allen, Colon and Salazar",236.0
Alexander Group,629.0
Newton LLC,131.0
Joseph-Cohen,239.0
Sanford Group,648.0
"Pierce, Grant and Kemp",866.0
Aguirre LLC,645.5
Sharp PLC,825.0
"Dorsey, Macias and Oliver",252.0
"George, Vaughan and Hartman",587.0
Brandt and Sons,426.0
"Bright, Mejia and Clark",421.0
"Noble, Todd and Warner",129.0
Short-Erickson,414.0
Roman-Jordan,457.0
Curry-Tyler,79.0
"Blevins, Odom and Martinez",230.0
"Downs, Flynn and Collins",538.0
Nixon Inc,892.0
"Montes, Bradley and Parrish",224.0
Franklin and Sons,285.0
Perez-Conrad,782.0
"Dillon, Montoya and Downs",995.0
"Cordova, Keith and Mcguire",602.0
"French, Benitez and Keller",570.0
Glenn LLC,881.0
Estes and Sons,145.0
Benjamin-Burgess,597.0
"Jimenez, Pratt and Harper",274.0
Townsend-Wall,481.0
"Ayers, Cowan and Shepherd",928.0
"Reeves, Peterson and Jackson",807.0
Pollard-Bennett,554.0
"Goodwin, Solomon and Rich",500.0
Branch-Garner,797.0
Benjamin Ltd,815.0
Alvarado-Levine,664.0
"Miles, Mccarthy and Pham",136.0
Giles-Clayton,655.0
Chang-Rivera,10.0
Carter-Kane,306.0
"Gaines, Drake and Joseph",224.0
Lambert-Kramer,54.0
"Mejia, Hurst and Wood",40.0
Baird-Shannon,3.0
Lang-Davila,192.0
Lester PLC,520.0
Mcclain Inc,513.0
"Cox, Bell and Schneider",498.0
Oliver and Sons,953.0
Wallace-Mckinney,101.0
"Herman, Doyle and Watts",975.0
"Walsh, Mcgee and Fischer",239.0
"Harrison, Knox and Melton",21.0
Morrow LLC,676.0
Brown Ltd,775.0
"Ramsey, Kidd and Potts",5.0
Castro and Sons,70.0
Foster Inc,989.0
Mora Inc,959.0
"Oconnor, Campbell and Lucas",368.0
Moss-Casey,525.0
"Graham, Bowman and Compton",982.0
Best-Gray,198.0
"Ortiz, Li and Figueroa",257.0
Daniels-Moore,317.0
"Arias, Waters and Donovan",919.0
"Alexander, Blake and Bennett",314.0
Haney Inc,740.0
"Haney, Fletcher and Mata",914.0
"Boone, Kline and Tyler",853.0
Haas PLC,498.0
"Arnold, Tate and Black",75.0
Massey-Glover,993.0
"Ortega, Hardin and Bender",531.0
"Newman, Barrera and Vazquez",832.0
Hansen-Case,177.0
Hicks-Eaton,910.0
"Lloyd, Garrett and Williamson",794.0
Marshall-Schroeder,418.0
"Daugherty, Mcmillan and Harper",477.0
Bradley-Morse,973.0
Brandt-Hamilton,858.0
"Ali, Donovan and Brennan",551.0
"Mcmillan, Hardy and Roberson",321.0
"Mcconnell, Franklin and Green",796.0
Banks Group,990.0
Torres PLC,623.0
Banks-Mckenzie,561.0
Hatfield-Ochoa,208.0
"Petersen, Rowland and Lynn",758.0
Contreras-Atkins,723.0
Krueger-Duran,438.0
Baxter-Rangel,955.0
Mcintosh-Benton,668.0
Decker-Rose,926.0
Love-Frederick,752.0
Mccoy Ltd,677.0
"Barnett, Mcpherson and Davidson",420.0
Freeman-Dyer,518.0
Villanueva-Ochoa,870.0
Glass-Fry,975.0
Garrett-Donaldson,778.0
"Raymond, Melendez and Davenport",486.0
Gilbert and Sons,806.0
"Kent, Decker and Berg",78.0
"Cameron, Jensen and Irwin",894.0
Ibarra-Dougherty,617.0
Tanner-Johnson,97.0
"Sanchez, Castro and Schultz",925.0
Jacobson-Foster,884.0
"Melendez, Willis and Tyler",542.0
Patel-Waters,720.0
Zamora-Brown,842.0
Hooper-Mercer,526.0
"Hurst, Benitez and Moses",676.0
Tucker PLC,662.0
Hardin-Pena,979.0
Randolph-Best,619.0
Pearson Inc,272.0
Hartman LLC,745.0
"Dorsey, Walters and Ball",345.0
Hahn and Sons,375.0
Rowland-Meyer,905.0
Munoz-Whitehead,517.0
Kelley-Sampson,538.0
"Bryant, Villanueva and Rhodes",668.0
Saunders and Sons,589.0
Bautista-Glass,370.0
"Watkins, Pugh and Figueroa",69.0
Nielsen-Bradley,47.0
Martinez-Berg,62.0
Hobbs-Villegas,103.0
Lowery-Chavez,35.0
Paul Ltd,945.0
"Walters, Rosales and Chung",420.0
"Montes, Harding and Hurst",779.0
Anderson-Dean,785.0
Daugherty-Avery,811.0
"Rhodes, Gates and Cabrera",449.0
"Nash, Solomon and Stanton",618.0
Walker-Schmidt,416.0
Glover-Beard,867.0
Mcbride-Aguirre,343.0
"Prince, Webb and Dunn",378.0
"Zhang, Moore and Dickerson",346.0
Mann-Aguilar,74.0
"Abbott, Holden and Conrad",800.0
Yang LLC,978.0
"Eaton, Wade and Mack",618.0
"Wells, Smith and Mcdonald",947.0
Calderon-Gentry,470.0
"Kidd, Poole and Bennett",335.0
James PLC,617.0
Key Inc,615.0
Frederick-Chase,813.0
Washington Group,972.0
Nunez Inc,806.0
Adams PLC,268.0
Cuevas PLC,281.5
Baker-Hanna,428.0
Solomon-Macdonald,565.0
Villarreal-Adkins,154.0
Norman-Ware,218.0
Woods-Mckenzie,960.0
"Lawrence, Stokes and Maldonado",500.0
Humphrey Group,674.5
"Osborn, Velazquez and Shea",33.0
Aguilar PLC,959.0
Cox-Lane,628.0
Scott Group,140.0
Gallagher PLC,299.0
Goodman Group,142.0
Anthony-Barrera,800.0
Boyer-Brennan,876.0
"Wilson, Weaver and Sherman",998.0
"Mcgee, Gaines and Arellano",752.0
"Fleming, Haynes and Lang",646.0
Allen-Rodriguez,539.0
Dixon Inc,569.0
Dyer Inc,146.0
"Burgess, Riley and Good",939.0
Middleton Group,493.0
Knapp-Mora,696.0
Shepherd-Tyler,530.0
"Mccullough, Hammond and Bond",920.0
"Everett, Martin and Nixon",743.0
Giles Ltd,368.0
Wood-Collier,701.0
"Price, Dixon and Rose",806.0
Pierce Group,360.0
"Molina, Camacho and Pruitt",276.0
Cohen-Tyler,361.0
Richardson-French,616.0
Santos LLC,67.0
Richardson Ltd,249.0
Pennington PLC,564.0
Mccarthy PLC,163.0
Dunlap Ltd,149.0
Ryan-Short,810.0
Baldwin-Best,820.0
"Proctor, Lin and Camacho",87.0
Tyler-Owens,960.0
"Orr, Barry and Riley",445.0
"Winters, Everett and Chapman",129.0
Shields-Riley,216.0
Dudley Group,279.5
"Walters, Wu and Garner",142.0
"Horne, Wiggins and Carlson",675.0
"Benson, Cook and Duncan",531.0
Blankenship-Charles,207.0
Christian LLC,764.0
"Mckay, Baird and Leon",902.0
Jensen Ltd,873.0
Lynch-Lynch,847.0
Melton-Avila,601.0
Lucero Group,113.0
"Sullivan, Rice and Parker",668.0
"Juarez, Young and Hutchinson",13.0
"Rivera, Jennings and Crawford",998.0
Monroe LLC,412.0
Mcdowell-Pratt,86.0
James-Gomez,114.0
Love LLC,117.0
Diaz-Bauer,327.0
Tran Group,124.0
"Shelton, Boyer and Lane",873.0
Hammond PLC,168.0
"West, Howell and Burton",940.0
Bell-Levy,477.0
"House, Small and West",75.0
"Mcguire, Reese and Roman",98.0
Shepard PLC,971.0
Lopez-Harrison,933.0
"Love, Mcmillan and Kelley",212.0
"Burton, Moss and Mcdowell",119.0
Hunt-Ford,473.0
Herrera Group,36.0
"Kennedy, Delacruz and Leach",991.0
"Jefferson, Randall and Bryant",185.0
"French, Knox and Alvarado",177.0
"Wolfe, Wise and Goodwin",630.0
"Bush, Travis and Francis",224.0
"Moody, Wiley and Mathews",479.0
Prince-Craig,691.0
Green-Chan,853.0
Keller-Meadows,544.0
Vance-Price,999.0
Baker-Santos,738.0
Osborn Inc,287.0
Hendricks-Kirby,185.0
Mosley Inc,14.0
"Farley, Roth and Shannon",976.0
Pineda-Vaughan,922.0
Pennington-Tanner,963.0
"Hays, Woodard and Wise",417.0
Johns Inc,500.0
Barron Ltd,19.0
"Terry, Wallace and Hodges",299.0
Pratt-Kerr,269.0
Jackson Ltd,467.0
Fowler and Sons,673.0
Braun Ltd,416.0
Gill Ltd,939.0
Weber-Miles,258.0
"Wood, Jones and Levine",885.0
"Holden, Patterson and Walter",47.0
"Walsh, Dickson and Bryan",965.0
Moss-Romero,434.0
"Marsh, Jones and Burns",99.0
"Collier, Vang and Henson",602.0
Robertson PLC,288.0
Burnett LLC,853.0
"Olsen, Sexton and Roth",141.0
Goodman and Sons,476.0
"Neal, Sims and Bates",976.0
Moyer PLC,177.0
"Carpenter, Baldwin and Kidd",294.0
"Atkinson, Ochoa and Huynh",530.0
Beard LLC,930.0
Arroyo-Hendricks,339.0
"Bates, Shepherd and Navarro",168.0
"Houston, Gilmore and Alvarado",996.0
Mueller-Brock,299.0
Dean-Allen,245.0
Carroll-Kennedy,66.0
Patrick Group,151.0
Hardy PLC,756.0
"Middleton, Savage and Ali",170.0
"Bean, Wilkinson and Torres",195.0
"Dean, Hickman and Ray",476.0
"Hinton, Reyes and Spence",676.0
Myers Group,419.0
"Massey, Marquez and Cline",699.0
Odonnell Group,499.0
"Moody, Harrell and Bray",458.0
Atkins-Miller,38.0
Sanford-Proctor,297.0
Pearson-Hunter,339.0
Parsons LLC,250.5
"Bridges, Murphy and Hampton",728.0
"Glass, Church and Mckay",617.0
Sawyer-Orozco,140.0
Wilson PLC,452.0
"Patel, Vega and Atkinson",130.0
"Weiss, Bird and Sloan",935.0
Raymond PLC,470.0
Ray-Downs,58.0
Bautista-Hayden,219.0
Guerra-Hinton,3.0
Hanson Inc,226.0
"Mcdowell, Castaneda and Yang",188.0
Ryan-Rice,821.0
"King, Mack and Wade",28.0
Cross-Thompson,230.0
"Hartman, Crawford and Vaughan",856.0
Joseph PLC,263.0
"Zuniga, Bentley and Mills",153.0
Patton-Levine,480.0
Huffman-Boyd,691.0
Hardy Ltd,116.0
"Hinton, Valentine and Mason",636.0
Michael-Taylor,982.0
Moody-Norris,174.0
"Montgomery, Mcpherson and Doyle",616.0
Ortega-Jimenez,412.0
Bernard-Berg,473.0
"Savage, Harding and West",426.0
Hartman Group,333.0
Curtis-Mathis,173.0
Yoder and Sons,694.0
Mitchell-Blackwell,554.0
"Levine, Duran and Bond",607.0
Bond-Rojas,602.0
Perkins-Hull,841.0
Mcgrath and Sons,620.0
"Mendez, Schmidt and Hammond",756.0
Cruz-Cobb,273.0
"Roach, Hughes and Mercer",730.0
"Molina, Miranda and Bates",574.0
Bray-Walker,208.0
Hayden-Lindsey,148.0
Castillo and Sons,439.0
Glenn-Bowman,835.0
Velazquez-Silva,201.0
Henderson LLC,359.0
"Madden, Landry and Porter",818.0
